Origin,Destination,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Shipment_Duration,Actual_Duration
9,8,3,905,2,2,3,5
7,2,3,1978,2,1,6,12
2,7,0,372,0,1,1,1
5,8,0,1014,0,1,3,8
7,3,0,785,0,1,2,2
9,0,2,1256,3,1,4,11
3,0,1,1732,0,0,5,7
9,2,2,329,0,1,1,1
5,1,3,1514,0,1,5,5
9,1,1,511,0,1,1,1
4,9,0,1499,3,1,4,10
7,3,1,1608,0,1,5,8
7,5,0,1965,0,1,6,6
7,9,1,1362,0,2,4,5
8,9,2,1996,0,2,6,12
4,3,1,1351,2,1,4,9
6,1,0,682,0,1,2,2
8,3,1,1352,0,2,4,5
3,1,3,415,0,1,1,1
3,4,3,1577,0,1,5,9
4,2,2,1478,2,2,4,6
0,3,0,1497,1,2,4,7
5,8,0,1478,2,1,4,5
8,7,3,414,0,2,1,6
9,5,1,1855,0,1,6,6
0,4,1,1098,0,2,3,4
5,3,2,1972,0,2,6,7
3,0,1,812,1,2,2,9
5,4,2,644,2,1,2,3
4,2,1,1533,0,1,5,9
4,6,0,1288,0,1,4,8
9,6,2,1073,2,1,3,4
5,9,3,1750,2,1,5,6
5,3,2,1988,0,1,6,6
9,2,3,1673,1,2,5,10
6,0,1,1413,1,0,4,8
4,8,1,550,0,1,1,3
4,8,3,518,0,0,1,3
2,8,3,1621,2,0,5,8
1,2,2,862,0,2,2,7
2,3,2,1249,3,0,4,9
4,9,3,1263,0,1,4,4
1,4,3,397,0,1,1,1
6,0,0,1735,0,2,5,6
6,1,1,420,3,1,1,4
5,3,1,384,0,2,1,2
3,6,2,511,2,1,1,7
6,3,0,1874,0,1,6,10
4,3,1,1966,0,2,6,11
5,8,3,1815,0,1,6,6
1,9,2,1453,0,0,4,6
4,8,2,1579,0,1,5,5
1,6,0,1395,0,2,4,5
1,8,3,878,0,2,2,3
9,1,1,1352,1,2,4,7
0,1,1,1292,3,1,4,7
6,5,0,1632,0,0,5,7
7,5,1,823,0,1,2,6
1,7,2,1956,0,2,6,7
4,5,3,1547,0,2,5,6
7,0,1,531,3,1,1,4
1,0,1,402,0,2,1,2
9,2,3,1029,0,1,3,6
1,5,1,383,0,1,1,1
0,9,1,565,0,1,1,1
9,1,3,222,0,2,1,5
7,2,1,1964,0,2,6,7
6,2,0,276,0,1,1,1
4,9,0,461,0,1,1,1
2,9,2,1145,2,1,7,3
4,7,2,591,1,0,1,5
0,5,0,499,0,2,1,2
5,8,3,355,0,1,1,1
7,8,3,675,0,2,2,3
7,6,2,664,0,2,2,3
2,7,2,1807,0,1,6,6
2,8,1,585,0,1,1,1
9,7,0,672,0,1,2,2
4,6,0,400,0,2,1,2
7,3,1,684,0,2,2,3
9,5,3,1167,2,2,3,5
7,4,0,1308,0,1,4,4
8,9,2,1544,0,2,5,6
9,1,1,1955,0,1,6,6
6,2,0,1514,0,0,5,7
5,3,1,415,1,2,1,4
1,8,2,1380,0,1,4,4
7,8,2,1302,0,1,4,4
9,5,3,1671,3,0,5,10
1,3,1,1517,2,2,5,7
0,3,3,654,0,1,2,2
6,8,2,939,0,1,3,3
6,0,0,621,0,1,2,2
1,0,1,233,3,1,1,4
2,1,1,1899,0,0,8,6
2,7,2,395,3,1,1,4
6,9,0,1806,0,1,6,6
8,6,1,1788,0,1,5,5
5,3,2,921,0,0,3,5
0,9,2,712,1,2,2,5
6,0,0,1954,2,1,6,12
8,0,2,234,1,1,1,5
9,0,0,1960,1,2,6,12
9,4,3,1220,0,1,4,4
5,1,1,1024,1,1,3,5
0,2,0,1094,2,1,3,4
9,6,3,1562,0,2,5,6
4,0,1,589,0,0,1,3
7,1,1,1421,2,1,4,5
9,7,2,796,0,1,2,2
6,1,3,233,0,1,1,1
9,6,3,1812,0,0,6,12
4,3,2,439,0,1,1,5
9,0,0,683,0,2,2,3
4,5,2,1596,0,0,5,7
2,8,3,1568,1,1,5,7
3,7,3,287,0,1,1,1
1,2,0,202,0,1,1,1
9,2,0,737,2,1,2,6
1,9,1,1543,0,1,5,8
8,2,2,1733,0,2,5,6
8,9,2,1807,0,1,6,6
4,0,0,773,0,0,2,8
6,3,0,511,0,1,1,1
0,7,3,1088,0,1,3,3
4,5,3,844,0,1,2,2
7,0,0,826,0,2,2,3
1,8,0,1019,2,1,3,4
5,0,0,1500,0,1,5,5
8,6,3,635,3,2,2,6
0,9,3,1011,2,1,3,4
7,9,1,422,2,1,1,2
0,7,0,1986,1,1,6,8
5,1,1,1726,3,0,5,10
1,2,3,1188,0,1,3,3
8,0,0,1578,0,1,5,8
6,2,3,1408,0,2,4,5
3,1,2,282,2,1,1,2
7,5,1,1362,0,2,4,5
4,0,3,1602,0,1,5,5
4,3,2,482,1,1,1,3
2,1,1,228,0,1,1,1
4,2,0,1873,0,1,6,11
8,6,2,1330,2,2,4,6
2,6,0,679,0,1,2,2
3,4,0,1373,3,2,4,8
5,0,1,1465,0,2,4,5
6,3,2,1428,0,1,4,4
7,3,3,1319,1,2,4,7
4,0,1,1927,2,2,6,8
9,4,2,619,0,1,2,2
2,9,2,1528,0,1,5,5
6,5,0,776,1,2,2,5
2,3,2,1322,0,2,4,5
0,6,1,439,0,1,1,1
0,7,3,1420,2,1,4,5
2,4,1,1851,0,0,6,8
0,8,1,1525,2,0,5,8
7,5,1,699,0,1,2,2
8,1,2,1106,0,0,3,5
8,5,2,1152,0,2,3,6
8,3,2,516,0,1,1,1
6,8,3,1988,0,2,6,7
1,6,0,1113,0,2,3,4
8,6,1,367,1,1,1,3
6,5,2,782,0,1,2,4
8,2,1,370,0,1,1,1
4,6,0,280,3,1,1,4
3,8,2,1028,0,2,3,4
2,9,3,414,0,2,1,2
3,9,1,1925,3,0,6,11
5,1,3,1575,2,1,5,6
8,1,0,1202,0,1,4,4
6,0,0,562,3,1,1,4
7,5,3,1794,1,1,5,7
4,7,1,360,0,2,1,2
1,2,2,1841,0,1,6,6
8,1,1,500,0,2,1,2
1,6,1,514,0,2,1,7
2,3,3,1676,2,2,5,7
7,2,3,1362,0,2,4,5
5,4,3,575,2,1,1,2
0,2,0,1403,0,1,4,4
1,7,1,1845,0,2,6,7
5,9,1,689,0,1,2,2
1,0,1,1203,0,1,4,4
3,8,3,1341,0,1,4,4
4,5,1,334,2,1,1,6
1,8,3,607,2,1,2,5
5,9,3,1722,1,1,7,5
4,9,3,216,0,1,1,1
0,3,1,883,0,1,2,2
4,7,1,1075,0,2,3,7
9,3,3,1226,0,0,4,6
1,7,2,536,1,0,1,5
0,4,1,925,0,2,3,4
7,8,3,1936,1,1,6,8
1,4,3,1851,0,2,6,7
5,2,0,1203,0,0,4,6
9,4,3,1090,2,2,3,5
7,0,2,1866,0,1,6,6
4,8,3,708,0,2,2,3
2,4,2,1477,0,2,4,9
7,3,2,877,0,2,2,6
4,6,1,1977,0,0,6,8
8,7,2,1118,3,1,3,6
7,3,1,856,1,1,2,4
2,5,1,440,0,2,1,2
2,3,2,1770,0,0,5,10
1,4,3,1402,0,2,4,5
6,8,3,1127,0,1,3,3
6,8,3,322,0,1,1,1
8,9,0,1795,0,0,5,7
1,9,3,1152,0,1,3,7
9,1,1,670,0,0,2,4
1,8,3,1451,0,1,4,8
5,6,1,1850,2,2,6,8
5,8,3,1817,0,1,11,6
1,6,3,1549,1,1,5,7
8,4,0,1637,0,2,5,10
1,7,0,802,0,1,2,2
4,3,3,1622,0,0,5,7
0,1,0,1685,0,2,5,10
5,8,3,924,0,1,3,3
9,0,3,1103,0,2,3,4
9,8,1,485,0,2,1,2
0,1,1,1540,0,0,5,7
2,5,2,1634,0,1,5,5
5,4,0,909,2,1,3,8
1,2,0,1103,0,0,3,5
4,1,1,655,0,1,2,2
9,8,3,615,0,0,2,4
3,4,1,1696,0,1,5,5
9,3,1,899,0,1,2,2
9,2,1,324,2,2,1,3
3,7,3,620,0,2,2,7
6,2,3,1224,0,2,4,5
4,1,1,1941,2,1,6,7
6,9,3,268,0,0,1,3
3,6,2,864,0,2,2,3
4,3,3,1171,0,1,3,5
6,8,0,597,0,2,1,2
6,3,0,271,0,1,1,1
6,2,3,949,2,0,3,6
7,9,3,1528,0,1,5,5
1,8,0,1828,0,1,6,6
3,9,3,335,0,0,1,3
9,6,2,1899,0,2,6,7
7,1,1,1449,1,1,4,8
1,6,2,663,1,1,2,7
4,0,2,826,0,1,2,6
4,0,0,1591,0,2,5,6
0,6,2,1632,0,0,5,10
6,0,0,446,0,2,1,2
9,1,2,1176,2,2,3,5
3,1,3,318,0,0,1,3
9,8,0,1815,0,1,6,6
5,6,2,1655,0,0,5,11
6,0,2,1480,0,2,4,5
3,8,0,1114,0,0,3,7
7,9,3,1177,0,2,3,4
1,0,0,351,0,0,1,3
3,0,1,1628,2,2,5,7
6,9,2,1508,2,2,5,7
2,9,2,879,0,0,2,4
5,6,2,577,2,1,1,2
2,4,1,1168,0,2,3,4
5,1,1,1602,0,0,5,7
4,6,3,1984,2,1,6,7
0,1,2,1182,0,1,3,3
1,7,3,391,0,1,1,1
0,3,2,1571,1,1,7,5
9,2,0,1735,0,1,5,9
6,0,1,344,0,2,1,2
1,3,1,1313,2,2,4,6
4,3,3,1532,0,2,5,11
7,0,3,1624,2,0,5,13
2,9,0,1357,0,0,4,6
9,6,2,525,3,0,6,1
9,2,3,1942,2,0,6,9
4,0,3,652,0,2,2,3
5,8,3,1210,3,1,4,7
8,3,1,1326,2,1,4,8
7,5,0,885,2,1,2,3
2,9,2,1517,0,2,5,6
0,8,0,233,0,2,1,2
2,4,3,814,2,1,2,3
0,2,3,1958,0,1,6,6
5,4,0,1138,0,2,3,8
2,5,3,746,3,2,2,6
9,7,0,1872,0,0,6,8
7,0,0,877,0,2,2,3
8,4,2,1240,0,1,4,7
7,4,1,514,2,2,1,3
7,5,1,1815,0,2,6,7
5,4,1,463,2,1,1,5
0,6,2,1160,0,1,3,3
1,2,2,410,0,2,1,2
7,3,1,565,0,1,1,1
3,6,3,1578,2,1,5,6
2,9,0,1680,0,1,5,7
9,4,0,1975,0,2,6,12
3,6,3,479,0,2,1,6
4,9,1,1171,0,2,3,4
4,0,0,381,0,0,1,3
2,7,1,594,2,2,1,3
6,7,3,1540,3,1,5,8
3,6,0,327,1,0,1,5
1,0,0,1015,0,1,3,3
1,7,3,905,0,1,3,3
6,5,1,405,1,2,1,4
5,4,0,744,0,0,2,4
0,2,2,579,0,0,1,3
7,1,1,1446,2,1,4,9
5,8,2,1089,0,1,3,3
1,7,1,1247,2,2,4,6
7,1,3,1324,2,1,4,5
4,5,2,1233,0,0,4,10
0,4,2,1240,0,2,4,5
5,9,0,259,0,0,1,3
8,5,3,1343,0,2,4,5
7,6,2,434,0,1,1,1
1,8,3,723,0,0,2,4
5,8,1,1801,0,2,6,7
4,1,2,1186,3,0,3,8
5,8,2,1262,0,2,4,10
9,0,0,772,1,1,2,4
0,7,0,989,0,1,3,5
0,3,1,1298,2,0,4,7
5,7,2,981,2,1,3,4
3,6,3,1695,2,0,5,8
3,2,3,1832,0,2,6,7
5,8,1,246,2,1,1,4
7,2,1,1250,0,1,4,9
3,5,0,1847,3,2,6,10
8,0,3,1578,0,0,5,7
7,4,0,479,1,2,1,4
9,3,3,430,0,2,1,2
4,0,3,1508,1,0,5,9
0,8,1,1441,0,2,4,10
4,3,1,814,0,1,2,2
1,8,2,938,3,2,3,7
2,9,0,977,0,1,3,3
2,3,0,1323,0,2,4,5
8,6,3,466,0,1,1,1
7,3,2,1772,0,1,5,5
4,0,2,882,0,0,2,9
3,7,3,799,0,1,2,2
6,5,0,1081,0,1,3,3
2,0,1,491,0,2,1,2
5,8,1,895,0,2,2,3
3,4,2,1055,0,0,10,3
3,2,2,645,0,1,2,2
5,7,0,215,0,0,1,3
9,7,2,1278,0,2,4,5
7,8,2,413,3,1,1,8
1,8,2,625,0,2,2,3
6,8,2,1367,0,2,4,5
9,2,1,334,3,1,8,1
9,4,1,958,2,2,3,5
4,7,3,840,0,1,2,6
0,2,0,1301,0,2,4,9
5,6,3,314,0,1,1,5
1,6,1,948,0,1,3,3
6,2,3,730,0,2,2,3
4,6,2,1005,0,0,3,5
4,0,0,737,3,0,2,11
4,7,1,1581,0,1,5,5
0,7,2,297,0,2,1,2
6,0,3,1541,2,1,5,6
4,0,0,460,0,0,1,3
8,9,3,559,1,1,1,8
6,3,3,1359,0,1,4,4
1,8,1,938,0,0,3,5
4,9,2,1588,0,2,5,6
5,7,3,1780,0,2,5,6
6,8,2,1852,0,1,6,6
8,2,3,1155,0,1,3,3
1,2,2,1962,0,2,6,7
0,8,3,703,0,2,2,3
9,5,1,1760,0,1,5,5
3,9,0,1564,3,2,5,12
5,4,0,1892,0,0,6,11
5,1,0,1439,1,1,4,6
0,3,1,1534,0,0,5,7
5,8,0,252,0,1,1,1
2,4,1,912,0,1,3,3
6,5,0,551,1,1,1,3
4,5,1,1873,0,1,6,6
4,1,0,1435,0,1,4,4
7,9,3,1523,1,1,5,7
9,7,1,1616,1,2,5,8
3,9,2,956,0,1,3,3
3,6,3,1544,0,2,5,6
5,8,2,1545,0,1,5,7
3,6,1,561,2,1,1,2
6,3,1,1775,0,0,5,10
4,2,0,1720,0,2,5,6
2,8,3,1046,3,1,3,6
8,9,2,1954,0,1,6,8
3,6,0,832,0,1,2,2
6,0,0,1999,0,2,6,10
1,4,0,1216,0,1,4,4
4,3,0,607,2,1,2,3
2,0,1,1398,0,2,4,5
2,9,1,1622,0,2,5,6
8,7,1,1744,2,2,5,10
9,7,3,1428,0,0,4,6
8,0,3,1355,1,1,4,6
8,4,0,438,0,1,1,1
8,2,3,1721,2,0,5,8
0,5,2,1716,0,1,5,9
0,6,1,947,2,2,3,5
8,1,3,1065,0,2,3,4
9,3,0,630,1,2,2,9
8,0,3,1870,0,2,6,7
8,0,1,341,1,1,1,5
8,7,0,385,2,1,1,2
6,0,1,1037,1,1,3,5
5,3,0,1436,1,1,4,6
5,3,3,538,2,0,1,8
2,4,2,501,0,1,1,4
6,7,3,528,0,1,1,6
8,5,2,1589,0,2,5,6
5,8,1,1581,0,1,5,5
5,1,2,827,0,2,2,8
9,0,0,1113,2,2,3,5
5,7,3,1667,0,1,5,8
4,1,1,600,0,1,2,4
7,3,1,254,0,1,1,5
6,5,1,1901,0,2,6,7
3,0,1,1372,0,0,4,6
3,8,0,1971,2,2,6,13
3,9,3,764,0,1,2,7
8,1,0,1243,1,1,6,4
3,8,0,1765,0,1,5,7
6,7,2,1467,0,0,4,6
7,4,1,1560,0,2,5,6
3,2,2,479,2,1,1,2
9,4,2,1585,2,2,5,7
1,2,0,1010,0,1,6,3
0,5,1,461,0,1,1,1
1,2,2,420,0,2,1,2
3,2,0,452,0,1,1,1
2,0,1,226,0,1,1,1
5,2,0,938,0,2,3,4
5,3,3,1881,2,1,6,12
5,8,2,819,1,1,2,4
3,2,3,385,0,2,1,6
6,0,1,1465,0,1,4,8
9,3,0,1975,0,0,6,8
4,2,0,1740,0,2,5,6
3,2,0,1082,0,2,3,4
6,8,0,247,0,0,1,3
6,8,1,1359,0,0,4,6
0,4,1,688,1,0,2,6
4,8,2,388,0,1,1,1
1,6,0,1273,0,2,4,5
0,5,0,1427,3,1,4,7
5,1,3,484,0,1,1,1
6,7,0,1609,0,1,5,5
4,0,1,599,2,0,1,4
5,6,0,1228,2,2,4,6
5,3,3,1161,0,2,3,4
4,9,2,1893,0,0,6,10
3,8,0,228,0,2,1,2
1,5,0,1028,0,2,3,4
6,0,3,1013,0,2,3,4
4,8,3,798,0,2,2,3
6,4,0,664,0,2,2,3
6,0,0,1675,0,2,5,6
9,6,3,525,0,1,1,1
4,0,3,1484,3,1,4,11
2,9,3,1561,0,1,5,5
4,9,3,1718,2,1,5,6
5,0,2,296,0,0,1,3
0,1,0,1279,0,2,4,7
7,9,3,1557,0,2,5,6
1,2,1,1943,0,1,6,6
6,4,2,1086,0,1,3,3
7,9,2,1431,1,0,4,8
6,2,0,1274,2,1,4,5
2,4,3,1000,0,0,3,5
4,5,1,1869,1,0,6,10
6,4,2,1229,1,2,4,10
7,2,2,373,0,1,1,1
5,8,2,1984,0,2,6,7
5,2,1,874,0,2,2,3
2,1,3,1554,2,2,5,7
1,4,2,1121,2,1,3,4
2,5,3,1183,0,1,3,3
2,9,1,1820,2,2,6,13
5,6,2,805,2,1,2,3
7,9,1,1626,0,2,5,6
5,7,1,1550,0,1,5,5
5,3,0,288,0,1,1,1
8,1,0,879,0,2,2,3
4,2,2,1342,3,1,4,9
3,0,1,1917,3,2,6,10
1,7,2,708,0,1,2,2
7,4,1,1532,0,1,5,5
7,4,1,231,0,1,1,1
0,9,0,1959,0,1,6,10
7,4,3,1054,3,2,3,7
9,4,3,286,1,1,1,3
8,0,1,1933,2,1,6,7
9,8,3,1311,0,0,4,6
2,5,3,1492,0,1,4,4
4,2,3,1003,0,2,3,4
0,3,3,1332,0,1,4,7
7,2,1,298,0,0,1,3
4,3,2,1013,0,2,3,6
8,3,2,501,0,1,1,1
4,1,3,1153,0,1,3,3
1,9,1,1590,1,2,5,8
9,6,0,1040,0,1,3,3
0,8,1,1060,0,1,3,3
6,2,0,780,2,2,2,4
5,6,0,977,0,2,3,4
7,9,1,1309,0,2,4,5
5,7,1,1179,0,2,3,4
7,3,1,1858,0,1,6,6
6,8,0,1700,0,1,5,5
3,4,3,1443,0,1,4,4
3,5,0,264,2,2,1,3
8,7,0,644,2,1,2,7
0,7,0,1392,2,1,4,10
9,8,3,461,0,1,1,1
8,1,2,1214,0,1,4,4
3,0,3,1112,1,1,3,5
0,5,2,300,0,0,1,8
1,5,1,1716,2,1,5,8
6,9,3,1988,0,1,6,11
5,2,1,523,0,2,1,2
7,2,2,1607,0,1,5,5
2,5,0,279,0,2,1,2
7,9,1,1266,0,2,4,5
6,1,3,390,2,1,1,2
8,3,1,296,0,1,1,1
2,3,0,969,0,2,3,8
5,3,3,907,0,1,3,6
3,2,1,1016,0,2,3,4
7,0,1,1991,1,1,6,10
8,1,0,1556,0,1,5,9
0,8,0,1836,0,1,6,9
9,5,1,374,0,2,1,6
8,7,0,1837,0,0,6,8
6,1,0,1885,2,1,6,11
7,8,0,1233,0,0,4,6
7,8,1,1945,0,1,6,6
9,1,3,1419,0,2,4,5
6,3,1,906,0,2,3,9
4,3,2,1332,1,2,4,7
6,3,2,958,0,2,3,6
0,8,0,1647,0,1,5,5
5,4,0,1544,0,0,5,7
2,9,0,1520,0,2,5,6
5,0,0,1247,0,2,4,5
4,3,0,1524,0,1,5,5
3,4,1,395,0,0,1,3
8,7,3,1265,0,2,4,9
3,1,0,920,3,1,3,6
8,2,3,1195,0,2,3,4
2,0,1,972,0,1,3,3
9,3,2,738,3,1,2,5
0,5,2,1060,0,1,3,3
1,0,2,340,2,1,1,7
8,1,1,644,0,0,2,4
1,2,0,999,0,1,3,3
3,1,0,761,0,1,2,2
7,9,3,732,3,1,2,5
9,5,3,1256,0,1,4,4
0,5,0,467,0,1,1,3
2,6,3,572,0,2,1,7
7,6,1,1288,0,2,4,8
9,6,0,229,0,1,1,1
0,4,2,522,1,1,1,3
7,1,0,295,3,1,1,4
1,4,3,850,2,2,2,4
4,3,2,1894,0,2,6,7
2,8,3,809,0,2,2,3
6,3,2,1028,0,2,3,4
5,1,3,931,0,1,3,3
8,2,1,1122,0,2,3,4
5,8,3,457,0,1,1,1
0,2,3,494,0,1,1,1
2,5,2,1596,2,1,5,6
2,5,1,316,0,0,1,3
1,2,1,1607,0,1,5,5
2,5,0,557,0,1,1,3
0,2,3,1509,2,1,5,6
7,0,2,1531,0,1,5,5
4,5,0,582,0,1,1,1
8,0,2,1591,0,1,5,5
0,2,1,1744,0,1,5,5
8,1,3,579,0,1,1,1
8,7,0,1723,0,2,5,6
3,9,0,870,2,1,2,8
0,2,3,366,3,1,1,4
4,6,2,1645,1,0,5,13
5,8,0,1151,0,2,3,4
7,0,1,1298,0,2,4,5
7,5,3,887,0,0,2,4
6,3,0,841,2,0,2,5
1,4,0,1845,0,1,6,9
5,1,0,591,0,1,1,6
5,3,0,1999,0,0,6,8
8,6,0,1956,0,2,6,12
0,9,1,777,0,2,2,3
2,0,2,384,0,1,1,3
5,4,2,621,0,1,2,2
1,2,0,1870,0,2,6,7
0,7,2,598,0,1,1,5
0,7,0,255,0,0,1,3
1,4,1,1789,2,1,5,6
2,1,1,685,0,1,2,2
0,4,1,1175,1,1,3,5
6,7,1,1058,0,1,3,8
9,2,2,1340,2,0,4,7
7,0,3,1876,1,1,6,8
9,5,0,982,0,2,3,4
0,9,2,678,0,2,2,7
5,2,0,1624,0,2,5,6
9,0,1,264,3,1,1,6
2,8,1,602,0,2,2,3
2,8,2,1871,1,1,6,12
3,6,0,1483,2,2,4,6
1,6,1,590,0,0,1,3
8,2,1,688,2,1,2,3
8,9,2,1057,0,2,3,4
2,9,0,620,0,1,2,2
4,5,0,1998,2,2,6,8
4,1,1,1833,0,0,6,8
2,1,2,837,2,1,2,3
1,8,1,977,0,2,3,4
3,2,3,508,1,1,1,3
8,0,2,739,0,0,2,9
1,2,1,479,1,2,1,4
9,5,2,1980,0,0,6,8
7,3,3,1012,0,1,3,6
4,3,1,976,0,1,3,3
2,5,3,297,0,1,1,1
4,1,1,620,0,1,2,2
2,7,0,1439,0,1,4,9
3,2,0,1452,2,1,4,5
4,6,2,593,0,0,1,8
8,1,2,1001,0,1,3,3
5,9,0,1507,2,2,5,7
7,1,3,1950,0,0,6,8
5,2,0,263,0,2,1,2
4,8,0,1991,3,1,6,9
9,3,0,284,2,2,1,3
2,5,2,860,0,2,2,3
5,8,0,881,0,2,2,3
2,1,2,620,0,1,2,2
1,8,0,852,0,0,2,4
9,6,2,1017,0,1,3,3
0,6,3,737,2,1,2,3
2,6,0,795,0,2,2,3
0,4,3,747,0,2,2,7
6,3,0,1500,0,1,5,5
2,9,1,833,0,2,2,3
0,5,0,934,0,2,3,4
6,4,0,1678,0,1,5,5
3,9,2,1228,0,1,4,4
5,3,1,901,2,0,3,6
0,3,0,1799,1,1,5,7
6,8,2,1615,1,1,5,7
4,6,2,1609,2,2,5,7
3,5,1,1205,3,2,4,8
1,8,1,768,0,2,2,3
7,5,0,337,0,2,1,2
3,6,3,988,3,1,3,6
6,0,0,1581,2,1,5,11
7,1,3,1463,0,1,4,4
4,7,3,1673,1,1,5,7
1,5,2,644,3,1,2,5
7,6,0,1743,0,2,5,6
7,4,3,1154,0,2,3,4
4,6,3,875,1,0,2,6
9,5,1,1866,1,2,6,9
9,0,2,413,0,1,1,1
3,9,1,1078,2,2,3,10
7,5,1,391,1,1,1,3
3,9,3,565,0,1,1,1
8,5,1,1073,1,1,3,5
5,0,0,1145,0,1,3,3
4,6,3,908,0,2,3,9
5,3,0,1312,0,1,4,4
6,5,1,288,0,2,1,2
9,2,2,757,0,1,2,2
7,2,3,1888,0,2,6,10
7,2,0,927,2,1,3,4
4,2,0,223,0,0,1,5
6,9,0,616,0,1,2,2
0,9,2,1444,0,2,4,9
4,5,1,493,2,0,1,9
9,0,0,286,0,1,1,1
8,1,2,1791,0,1,5,5
3,6,0,934,2,1,3,4
6,7,0,278,0,1,1,1
3,8,3,528,0,1,1,1
0,9,3,1298,0,2,4,10
6,7,0,1593,0,1,5,5
9,1,1,1427,0,0,4,11
1,4,1,1279,0,2,4,5
4,0,1,820,0,1,2,2
9,8,2,1240,0,2,4,5
3,0,2,649,0,1,2,2
6,9,3,1219,0,2,4,5
2,0,0,732,0,0,2,4
1,0,2,931,0,2,3,4
4,7,0,515,0,0,1,3
7,0,0,1204,0,2,4,7
6,1,2,571,1,2,1,8
1,4,0,533,0,1,1,1
9,6,3,956,0,2,3,4
9,0,0,1895,1,1,6,13
3,8,1,1931,0,1,6,6
2,4,0,1841,2,1,6,12
5,9,3,1588,0,2,5,6
8,7,0,1914,0,0,6,8
4,7,2,690,0,0,2,4
7,0,0,1901,2,1,6,7
9,3,2,1487,0,1,4,4
8,3,3,268,0,1,1,1
8,5,2,1585,0,1,5,5
2,3,3,728,0,1,2,2
6,7,1,1747,3,2,5,9
1,9,3,1345,0,0,4,6
8,5,0,1654,1,2,5,8
3,2,3,757,0,1,2,2
7,2,0,506,2,0,1,4
0,6,2,840,2,0,2,5
1,2,2,1974,1,2,6,11
4,9,0,1064,0,0,3,5
3,2,3,956,1,2,3,9
1,9,1,1906,1,2,6,9
9,5,1,1992,3,2,6,10
2,7,1,1848,1,1,6,8
1,9,2,1864,0,1,6,6
9,7,3,1547,0,1,5,5
5,7,3,1772,2,0,5,10
8,1,3,450,2,1,1,2
8,6,3,1787,0,0,5,7
7,3,0,978,0,1,3,3
3,5,3,517,1,1,1,3
9,8,3,1468,0,1,4,8
3,5,3,352,3,2,1,5
8,3,3,1467,1,1,4,6
1,6,0,1707,0,1,5,5
5,7,1,1329,0,1,4,7
9,7,1,1204,0,1,4,8
4,2,2,1322,0,1,4,4
8,1,0,343,0,1,1,1
8,7,1,241,2,2,1,3
5,4,2,1515,1,2,5,8
0,1,3,1113,0,1,3,5
3,0,0,1980,0,2,6,7
1,3,1,288,0,1,1,6
9,6,0,355,0,2,1,2
8,2,2,1624,2,2,5,7
3,0,3,1142,0,0,3,5
3,4,3,701,0,1,4,2
8,1,0,1420,1,2,4,7
0,3,1,1838,0,1,6,6
9,5,0,1924,0,0,6,8
1,2,0,1040,0,2,3,6
5,4,0,1780,0,1,5,5
2,7,0,337,0,0,1,3
6,4,1,834,0,1,2,2
5,2,1,1586,1,1,5,7
1,9,1,545,0,1,1,1
3,7,3,896,0,1,2,2
0,2,2,1812,0,1,6,6
6,9,0,1194,0,2,3,4
6,2,0,699,0,0,2,8
0,3,0,905,0,0,3,5
6,9,1,1842,0,1,6,6
8,6,0,801,1,1,2,4
6,9,3,1653,2,2,5,7
1,4,3,1379,2,0,4,7
2,8,1,1332,2,1,4,5
9,3,0,1073,0,2,3,4
3,7,3,355,2,2,1,3
2,8,0,1278,0,1,4,4
3,1,2,662,0,1,2,7
5,3,0,918,0,2,3,4
0,1,2,1852,2,2,6,10
4,1,0,920,0,2,3,4
4,1,0,850,0,1,2,2
9,5,2,1099,2,1,3,4
4,7,2,1241,0,1,4,4
5,8,2,612,0,2,2,7
6,2,3,1038,0,2,3,4
0,3,0,1457,0,1,4,4
2,0,2,1270,0,1,4,4
1,3,3,1813,0,0,6,8
3,5,3,1129,0,1,3,8
1,3,1,1871,0,2,6,7
7,9,3,1273,1,1,4,6
2,3,3,1018,3,1,3,6
2,3,0,1175,0,2,3,6
6,7,1,1931,1,1,6,8
7,3,2,660,2,1,2,3
1,0,0,1120,0,2,3,9
3,9,1,859,0,1,2,2
4,1,1,1153,0,2,3,4
9,4,3,307,0,2,1,2
6,3,3,1346,0,1,4,6
9,1,3,508,1,1,1,5
5,9,2,1906,0,2,6,7
8,9,0,1391,0,1,4,4
5,0,3,202,0,2,1,2
9,1,3,923,0,2,4,3
0,6,1,370,0,0,1,3
7,0,2,971,0,1,3,3
6,4,2,1777,0,0,5,7
1,8,3,1002,2,0,3,6
1,9,0,842,3,2,2,6
3,4,2,1526,0,2,5,6
1,7,2,1923,0,2,6,7
4,6,3,200,0,1,1,1
2,7,3,1801,0,1,6,8
6,1,1,1328,0,2,4,5
8,9,2,646,0,1,2,2
8,7,1,617,0,2,2,3
9,2,2,1410,3,2,4,8
8,2,0,1309,2,2,4,10
4,0,0,424,1,2,1,4
9,7,2,516,0,0,1,3
5,6,3,1416,0,2,4,5
1,9,2,1815,0,1,6,6
0,3,1,1848,2,1,6,7
8,3,1,1779,0,1,5,10
2,7,1,938,0,2,3,4
3,7,3,622,1,1,2,4
6,4,2,782,0,0,2,6
6,1,2,1118,1,2,3,8
0,9,3,384,1,1,1,5
9,4,2,1715,0,2,5,6
